SYSET	Word	W1	W2	DEF_SYNT
103776877	moccasin	leather	shoe	 (S1 (NP (JJ soft)(NN leather)(NN shoe)))# 
103778135	Modicon	trade	name	 (S1 (NP (NP (NN trade)(NN name))(PP (IN for)(NP (NP (DT an)(JJ oral)(NN contraceptive))(VP (VBG containing)(NP (NN estradiol)(CC and)(NN norethindrone)))))))# 
108371574	mods	youth	subculture	 (S1 (NP (NP (DT a)(NN youth)(NN subculture))(SBAR (WHNP (WDT that))(S (VP (VBD began)(PP (IN in)(NP (NNP London)))(PP (IN in)(NP (DT the)(JJ early)(CD 1960s))))))))# 
109170996	Mohave	desert	area	 (S1 (NP (NP (DT a)(NN desert)(NN area))(PP (IN in)(NP (NP (JJ southern)(NNP California))(CC and)(NP (JJ western)(NNP Arizona))))))# 
109170996	Mojave	desert	area	 (S1 (NP (NP (DT a)(NN desert)(NN area))(PP (IN in)(NP (NP (JJ southern)(NNP California))(CC and)(NP (JJ western)(NNP Arizona))))))# 
107838551	mole	spicy	sauce	 (S1 (NP (NP (NN spicy)(NN sauce))(VP (ADVP (RB often))(VBG containing)(NP (NN chocolate)))))# 
101449980	mollie	aquarium	fish	 (S1 (NP (JJ popular)(NN aquarium)(NN fish)))# 
114230232	molluscum	skin	disease	 (S1 (NP (NP (DT any)(NN skin)(NN disease))(VP (VBN characterized)(PP (IN by)(NP (JJ soft)(JJ pulpy)(NNS nodules))))))# 
101449980	molly	aquarium	fish	 (S1 (NP (JJ popular)(NN aquarium)(NN fish)))# 
110327583	mollycoddle	effeminate	man	 (S1 (NP (DT an)(NN effeminate)(NN man)))# 
112095647	moneywort	loosestrife	vine	 (S1 (NP (DT a)(NN loosestrife)(NN vine)))# 
114155274	monochromacy	color	blindness	 (S1 (NP (JJ complete)(NN color)(NN blindness)))# 
114155274	monochromasy	color	blindness	 (S1 (NP (JJ complete)(NN color)(NN blindness)))# 
114155274	monochromatism	color	blindness	 (S1 (NP (JJ complete)(NN color)(NN blindness)))# 
114155274	monochromia	color	blindness	 (S1 (NP (JJ complete)(NN color)(NN blindness)))# 
100505238	Monopoly	board	game	 (S1 (NP (NP (DT a)(NN board)(NN game))(SBAR (WHPP (IN in)(WHNP (WDT which)))(S (NP (NNS players))(VP (VBP try)(S (VP (TO to)(VP (VB gain)(NP (NP (DT a)(NN monopoly))(PP (IN on)(NP (JJ real)(NN estate))))(SBAR (IN as)(S (NP (NNS pieces))(VP (VBP advance)(
111187154	Montessori	Italian	educator	 (S1 (NP (NP (NNP Italian)(NNP educator))(SBAR (WHNP (WP who))(S (VP (VP (VBD developed)(NP (NP (DT a)(NN method))(PP (IN of)(S (VP (VBG teaching)(NP (ADJP (RB mentally)(JJ handicapped))(NNS children)))))))(CC and)(VP (VBN advocated)(NP (NP (DT a)(JJ chil
104076713	monument	burial	vault	 (S1 (NP (NP (DT a)(NN burial)(NN vault))(PRN (-LRB- -LRB-)(PP (ADVP (RB usually))(IN for)(NP (DT some)(JJ famous)(NN person)))(-RRB- -RRB-))))# 
114274451	mooneye	eye	inflammation	 (S1 (NP (NP (JJ recurrent)(NN eye)(NN inflammation))(PP (IN in)(NP (NNS horses)))))# 
103785721	morion	metal	helmet	 (S1 (NP (NP (DT a)(NN metal)(NN helmet))(VP (VBN worn)(PP (IN by)(NP (NP (JJ common)(NNS soldiers))(PP (IN in)(NP (DT the)(JJ 16th)(NN century))))))))# 
115165289	morn	time	period	 (S1 (NP (NP (DT the)(NN time)(NN period))(PP (IN between)(NP (NN dawn)(CC and)(NN noon)))))# 
115165289	morning	time	period	 (S1 (NP (NP (DT the)(NN time)(NN period))(PP (IN between)(NP (NN dawn)(CC and)(NN noon)))))# 
109510643	Morrigan	war	goddess	 (S1 (NP (JJ Celtic)(NN war)(NN goddess)))# 
109510643	Morrigu	war	goddess	 (S1 (NP (JJ Celtic)(NN war)(NN goddess)))# 
106571790	Mosaic	freeware	browser	 (S1 (NP (DT a)(NN freeware)(NN browser)))# 
103788498	motel	motor	hotel	 (S1 (NP (DT a)(NN motor)(NN hotel)))# 
112794568	mother-of-thousands	eastern	Asiatic	 (S1 (NP (NP (NNP eastern)(NNP Asiatic))(NP (NP (NN saxifrage))(PP (IN with)(NP (NP (NNS racemes))(PP (IN of)(NP (JJ small)(JJ red-and-white)(NNS flowers))))))))# 
102958343	motorcar	motor	vehicle	 (S1 (NP (NP (DT a)(NN motor)(NN vehicle))(PP (IN with)(NP (CD four)(NNS wheels)))))# 
103790512	motorcycle	motor	vehicle	 (S1 (NP (NP (DT a)(NN motor)(NN vehicle))(PP (IN with)(NP (NP (CD two)(NNS wheels))(CC and)(NP (DT a)(JJ strong)(NN frame))))))# 
109100394	Motown	automobile	industry	 (S1 (NP (NAC (NNP center)(PP (IN of)(NP (DT the)(NNP United)(NNPS States))))(NN automobile)(NN industry)))# 
102415829	moufflon	mountain	sheep	 (S1 (NP (NP (JJ wild)(NN mountain)(NN sheep))(PP (IN of)(NP (NNP Corsica)(CC and)(NNP Sardinia)))))# 
102415829	mouflon	mountain	sheep	 (S1 (NP (NP (JJ wild)(NN mountain)(NN sheep))(PP (IN of)(NP (NNP Corsica)(CC and)(NNP Sardinia)))))# 
109359803	mount	land	mass	 (S1 (NP (NP (DT a)(NN land)(NN mass))(SBAR (WHNP (WDT that))(S (VP (VBZ projects)(PP (RB well)(IN above)(NP (PRP its)(NNS surroundings))))))))# 
109359803	mountain	land	mass	 (S1 (NP (NP (DT a)(NN land)(NN mass))(SBAR (WHNP (WDT that))(S (VP (VBZ projects)(PP (RB well)(IN above)(NP (PRP its)(NNS surroundings))))))))# 
103649909	mower	garden	tool	 (S1 (NP (NP (NN garden)(NN tool))(PP (IN for)(S (VP (VBG mowing)(NP (NP (NN grass))(PP (IN on)(NP (NNS lawns)))))))))# 
100335285	mudra	hand	movement	 (S1 (NP (NP (NN ritual)(NN hand)(NN movement))(PP (IN in)(NP (NNP Hindu)(JJ religious)(NN dancing)))))# 
107854266	Muenster	pale-yellow	cheese	 (S1 (NP (JJ semisoft)(NN pale-yellow)(NN cheese)))# 
103798982	multiplex	movie	theater	 (S1 (NP (NP (DT a)(NN movie)(NN theater))(SBAR (IN than)(S (VP (AUX has)(NP (JJ several)(JJ different)(NNS auditoriums))(PP (IN in)(NP (DT the)(JJ same)(NN building))))))))# 
100871576	multiplication	arithmetic	operation	 (S1 (NP (NP (DT an)(NN arithmetic)(NN operation))(SBAR (WHNP (WDT that))(S (VP (AUX is)(NP (NP (DT the)(NN inverse))(PP (IN of)(NP (NN division)))))))))# 
110339179	murderess	woman	murderer	 (S1 (NP (DT a)(NN woman)(NN murderer)))# 
107710616	murphy	staple	food	 (S1 (NP (NP (DT a)(NN staple)(NN food))(PP (IN of)(NP (NNP Ireland)))))# 
105289057	muscle	animal	tissue	 (S1 (NP (NP (NN animal)(NN tissue))(VP (VBG consisting)(PP (RB predominantly)(PP (IN of)(NP (JJ contractile)(NNS cells)))))))# 
107779535	muskellunge	game	fish	 (S1 (NP (DT a)(NN game)(NN fish)))# 
103802393	muslin	cotton	fabric	 (S1 (NP (JJ plain-woven)(NN cotton)(NN fabric)))# 
107783550	mussel	marine	bivalves	 (S1 (NP (NP (JJ black)(NN marine)(NNS bivalves))(VP (ADVP (RB usually))(VBN steamed)(PP (IN in)(NP (NN wine))))))# 
109323824	Mustagh	mountain	range	 (S1 (NP (NP (DT a)(NN mountain)(NN range))(PP (IN in)(NP (JJ northern)(NNP Kashmir)))))# 
102203457	Mycetophilidae	fungus	gnats	 (S1 (NP (NN fungus)(NNS gnats)))# 
103803780	myelogram	X-ray	film	 (S1 (NP (NP (NN X-ray)(NN film))(PP (IN of)(NP (NP (DT the)(JJ spinal)(NN cord)(CC and)(JJ spinal)(NN nerve)(NNS roots))(CC and)(NP (JJ subarachnoid)(NN space))))))# 
112821736	Myosotis	scorpion	grass	 (S1 (NP (NN scorpion)(NN grass)))# 
101988971	Mysidacea	opossum	shrimp	 (S1 (NP (NN opossum)(NN shrimp)))# 
112975804	myxomycete	slime	mold	 (S1 (NP (NP (DT a)(NN slime)(NN mold))(PP (IN of)(NP (DT the)(NN class)(NNS Myxomycetes)))))# 
112975207	Myxomycota	slime	molds	 (S1 (NP (NN slime)(NNS molds)))# 
109519596	Nabu	Babylonian	god	 (S1 (NP (NP (NNP Babylonian)(NNP god))(PP (IN of)(NP (NP (NN wisdom))(CC and)(NP (NP (NN agriculture)(CC and)(NN patron))(PP (IN of)(NP (NNS scribes)(CC and)(NNS schools))))))))# 
111657314	Nageia	eastern	Asia	 (S1 (NP (NP (NNP eastern)(NNP Asia))(PP (VBG including)(NP (NP (NNP India))(CC and)(NP (NNPS Philippines)(CC and)(NNP New)(NNP Guinea))))))# 
109098592	Nantucket	island	resort	 (S1 (NP (NP (DT an)(NN island)(NN resort))(PP (IN off)(NP (NNP Cape)(NNP Cod)))))# 
100493742	nap	card	game	 (S1 (NP (NP (DT a)(NN card)(NN game))(ADJP (JJ similar)(PP (TO to)(NP (NN whist))))))# 
100493742	Napoleon	card	game	 (S1 (NP (NP (DT a)(NN card)(NN game))(ADJP (JJ similar)(PP (TO to)(NP (NN whist))))))# 
112957803	nardo	clover	fern	 (S1 (NP (JJ Australian)(NN clover)(NN fern)))# 
112957803	nardoo	clover	fern	 (S1 (NP (JJ Australian)(NN clover)(NN fern)))# 
101737197	Natrix	water	snakes	 (S1 (NP (NN water)(NNS snakes)))# 
108841483	Nauru	island	republic	 (S1 (NP (NP (DT an)(NN island)(NN republic))(PP (IN on)(NP (NNP Nauru)(NNP Island)))))# 
109519596	Nebo	Babylonian	god	 (S1 (NP (NP (NNP Babylonian)(NNP god))(PP (IN of)(NP (NP (NN wisdom))(CC and)(NP (NP (NN agriculture)(CC and)(NN patron))(PP (IN of)(NP (NNS scribes)(CC and)(NNS schools))))))))# 
103816394	needle	slender	pointer	 (S1 (NP (NP (DT a)(NN slender)(NN pointer))(PP (IN for)(S (VP (VBG indicating)(NP (NP (DT the)(NN reading))(PP (IN on)(NP (NP (DT the)(NN scale))(PP (IN of)(NP (DT a)(VBG measuring)(NN instrument)))))))))))# 
112219289	needlebush	eastern	Australia	 (S1 (NP (NNP eastern)(NNP Australia)))# 
112219289	needle-bush	eastern	Australia	 (S1 (NP (NNP eastern)(NNP Australia)))# 
107206461	negation	speech	act	 (S1 (NP (NP (DT the)(NN speech)(NN act))(PP (IN of)(NP (NN negating)))))# 
110352208	negotiatress	woman	negotiator	 (S1 (NP (DT a)(NN woman)(NN negotiator)))# 
110352208	negotiatrix	woman	negotiator	 (S1 (NP (DT a)(NN woman)(NN negotiator)))# 
102199712	Nematocera	fungus	gnats	 (S1 (NP (NN fungus)(NNS gnats)))# 
108467576	neoexpressionism	art	movement	 (S1 (NP (NP (DT an)(NN art)(NN movement))(PP (VBN based)(PP (IN on)(NP (NN expressionism))))))# 
103818001	neolith	stone	tool	 (S1 (NP (NP (DT a)(NN stone)(NN tool))(PP (IN from)(NP (DT the)(NNP Neolithic)(NNP Age)))))# 
108469785	neoromanticism	art	movement	 (S1 (NP (NP (DT an)(NN art)(NN movement))(PP (VBN based)(PP (IN on)(NP (NP (DT a)(NN revival))(PP (IN of)(NP (NP (NNP Romanticism))(PP (IN in)(NP (NN art)(CC and)(NN literature))))))))))# 
103818629	Neosporin	trade	name	 (S1 (NP (NP (NN trade)(NN name))(PP (IN for)(NP (NP (DT a)(JJ topical)(NN drug))(VP (VBG containing)(NP (JJ several)(NNS antibacterials)))))))# 
112781814	Nepenthes	pitcher	plants	 (S1 (NP (NN pitcher)(NNS plants)))# 
103819047	nephoscope	measuring	instrument	 (S1 (NP (NP (DT a)(NN measuring)(NN instrument))(SBAR (WHNP (WDT that))(S (VP (VBZ uses)(NP (NP (DT a)(NN grid))(PP (IN for)(S (VP (VBG measuring)(NP (NP (DT the)(NN altitude)(, ,)(NN direction)(, ,)(CC and)(NN velocity))(PP (IN of)(NP (NP (NN movement))
114113938	nephroangiosclerosis	kidney	disease	 (S1 (NP (NP (NN kidney)(NN disease))(SBAR (WHNP (WDT that))(S (VP (AUX is)(ADVP (RB usually))(VP (VBN associated)(PP (IN with)(NP (NN hypertension)))))))))# 
114113938	nephrosclerosis	kidney	disease	 (S1 (NP (NP (NN kidney)(NN disease))(SBAR (WHNP (WDT that))(S (VP (AUX is)(ADVP (RB usually))(VP (VBN associated)(PP (IN with)(NP (NN hypertension)))))))))# 
102242293	Nepidae	water	scorpions	 (S1 (NP (NN water)(NNS scorpions)))# 
101737356	Nerodia	water	snakes	 (S1 (NP (ADJP (JJ North)(JJ American))(NN water)(NNS snakes)))# 
103580615	net	computer	network	 (S1 (NP (NP (DT a)(NN computer)(NN network))(VP (VBG consisting)(PP (IN of)(NP (NP (DT a)(NNP worldwide)(NN network))(PP (IN of)(NP (NN computer)(NNS networks)))(SBAR (WHNP (WDT that))(S (VP (VBP use)(NP (DT the)(NN TCP/IP))(S (NP (NN network)(NNS protoc
103820154	net	game	equipment	 (S1 (NP (NP (NN game)(NN equipment))(VP (VBG consisting)(PP (IN of)(NP (NP (DT a)(NN strip))(PP (IN of)(S (VP (VBG netting)(PP (VBG dividing)(NP (NP (DT the)(NN playing)(NN area))(PP (IN in)(NP (NN tennis)(CC or)(NN badminton)))))))))))))# 
100682538	neuroplasty	plastic	surgery	 (S1 (NP (NP (NN plastic)(NN surgery))(PP (IN of)(NP (DT the)(NNS nerves)))))# 
113521072	neutralisation	chemical	reaction	 (S1 (NP (NP (DT a)(NN chemical)(NN reaction))(SBAR (WHPP (IN in)(WHNP (WDT which)))(S (NP (NP (DT an)(NN acid))(CC and)(NP (DT a)(NN base)))(VP (VBP interact)(PP (IN with)(NP (NP (DT the)(NN formation))(PP (IN of)(NP (DT a)(NN salt))))))))))# 
113521072	neutralization	chemical	reaction	 (S1 (NP (NP (DT a)(NN chemical)(NN reaction))(SBAR (WHPP (IN in)(WHNP (WDT which)))(S (NP (NP (DT an)(NN acid))(CC and)(NP (DT a)(NN base)))(VP (VBP interact)(PP (IN with)(NP (NP (DT the)(NN formation))(PP (IN of)(NP (DT a)(NN salt))))))))))# 
108505265	Never-Never	desert	country	 (S1 (NP (JJ unpopulated)(NN desert)(NN country)))# 
113296752	never-never	installment	plan	 (S1 (NP (NN installment)(NN plan)))# 
109137682	Newport	yachting	center	 (S1 (NP (JJ important)(NN yachting)(NN center)))# 
108062970	newspaper	business	firm	 (S1 (NP (NP (DT a)(NN business)(NN firm))(SBAR (WHNP (WDT that))(S (VP (VBZ publishes)(NP (NNS newspapers)))))))# 
110521853	newswoman	female	newsperson	 (S1 (NP (DT a)(NN female)(NN newsperson)))# 
103823111	nib	writing	point	 (S1 (NP (NP (DT the)(NN writing)(NN point))(PP (IN of)(NP (DT a)(NN pen)))))# 
106382345	Nibelungenlied	epic	poem	 (S1 (NP (NP (DT an)(NN epic)(NN poem))(VP (VP (VBN written)(PP (IN in)(NP (NNP Middle)(NNP High)(NNP German))))(CC and)(VP (VBN based)(PP (IN on)(NP (NP (DT the)(NNS legends))(PP (IN of)(NP (UCP (NNP Siegfried)(CC and)(JJ Teutonic))(NNS kings)))))))))# 
103824014	nifedipine	calcium	blocker	 (S1 (NP (NP (NN calcium)(NN blocker))(PRN (-LRB- -LRB-)(NP (NN trade)(NN name)(NNP Procardia))(-RRB- -RRB-))))# 
103824284	nightcap	cloth	cap	 (S1 (NP (NP (DT a)(NN cloth)(NN cap))(VP (VBN worn)(PP (IN in)(NP (NN bed))))))# 
114963051	Ni-hard	cast	iron	 (S1 (NP (NP (NN cast)(NN iron))(SBAR (WHPP (TO to)(WHNP (WDT which)(NN nickel)))(S (VP (AUX has)(VP (AUX been)(VP (VBN added)(S (VP (TO to)(VP (VB make)(S (NP (PRP it))(VP (VB resist)(NP (NN abrasion))))))))))))))# 
113391693	ninepence	coin	worth	 (S1 (NP (NP (DT a)(NN coin)(NN worth))(NP (CD nine)(NNS pennies))))# 
103825271	ninepin	bowling	pin	 (S1 (NP (NP (DT a)(NN bowling)(NN pin))(PP (IN of)(NP (NP (DT the)(NN type))(VP (VBN used)(PP (IN in)(S (VP (VBG playing)(NP (NP (NNS ninepins))(CC or)(PRN (-LRB- -LRB-)(PP (IN in)(NP (NNP England)))(-RRB- -RRB-))(NP (NNS skittles)))))))))))# 
103826039	niqab	face	veil	 (S1 (NP (NP (DT a)(NN face)(NN veil))(VP (VBG covering)(NP (NP (DT the)(JJR lower)(NN part))(PP (IN of)(NP (NP (DT the)(NN face))(PRN (-LRB- -LRB-)(PP (IN up)(PP (TO to)(NP (DT the)(NNS eyes))))(-RRB- -RRB-))(VP (VBN worn)(PP (IN by)(NP (JJ observant)(NN
114963187	Ni-resist	cast	iron	 (S1 (NP (NP (NN cast)(NN iron))(VP (VBG consisting)(PP (IN of)(NP (NP (NN graphite))(PP (IN in)(NP (NP (DT a)(NNP matrix))(PP (IN of)(NP (NN austenite))))))))))# 
113521873	nitrification	chemical	process	 (S1 (NP (NP (DT the)(NN chemical)(NN process))(SBAR (WHPP (IN in)(WHNP (WDT which)))(S (NP (DT a)(NN nitro)(NN group))(VP (AUX is)(VP (VBN added)(PP (TO to)(NP (DT an)(JJ organic)(NN compound)))(PRN (-LRB- -LRB-)(CC or)(VP (VBN substituted)(PP (IN for)(N
101362196	Nitrobacter	soil	bacteria	 (S1 (NP (JJ rod-shaped)(NN soil)(NNS bacteria)))# 
101362336	nitrobacteria	soil	bacteria	 (S1 (NP (NP (NN soil)(NNS bacteria))(SBAR (WHNP (WDT that))(S (VP (VBP convert)(NP (NNS nitrites))(PP (TO to)(NP (NNS nitrates))))))))# 
101362623	nitrosobacteria	soil	bacteria	 (S1 (NP (NP (NN soil)(NNS bacteria))(SBAR (WHNP (WDT that))(S (VP (VBP oxidize)(NP (NN ammonia))(PP (TO to)(NP (NNS nitrites))))))))# 
101362480	Nitrosomonas	soil	bacteria	 (S1 (NP (JJ ellipsoidal)(NN soil)(NNS bacteria)))# 
108611339	nombril	center	point	 (S1 (NP (NP (DT the)(NN center)(NN point))(PP (IN on)(NP (DT a)(NN shield)))))# 
114627246	nonmetal	chemical	element	 (S1 (NP (NP (DT a)(NN chemical)(NN element))(VP (VBG lacking)(NP (JJ typical)(JJ metallic)(NNS properties)))))# 
103828020	nonsmoker	passenger	car	 (S1 (NP (NP (DT a)(NN passenger)(NN car))(PP (IN for)(NP (NP (NNS passengers))(SBAR (WHNP (WP who))(S (VP (VBP want)(S (VP (TO to)(VP (VB avoid)(NP (NN tobacco)(NN smoke))))))))))))# 
103829954	noria	water	wheel	 (S1 (NP (NP (DT a)(NN water)(NN wheel))(PP (IN with)(NP (NP (NNS buckets))(VP (VBN attached)(PP (TO to)(NP (DT the)(NN rim))))))))# 
103830111	Norinyl	trade	name	 (S1 (NP (NP (NN trade)(NN name))(PP (IN for)(NP (NP (DT an)(JJ oral)(NN contraceptive))(VP (VBG containing)(NP (NN norethindrone)(CC and)(NN mestranol)))))))# 
103830278	Norlestrin	trade	name	 (S1 (NP (NP (NN trade)(NN name))(PP (IN for)(NP (NP (DT an)(JJ oral)(NN contraceptive))(VP (VBG containing)(NP (NN estradiol)(CC and)(NN norethindrone)))))))# 
114044372	normothermia	body	temperature	 (S1 (NP (JJ normal)(NN body)(NN temperature)))# 
103830448	Nor-Q-D	trade	name	 (S1 (NP (NP (NN trade)(NN name))(PP (IN for)(NP (NP (DT an)(JJ oral)(NN contraceptive))(VP (VBG containing)(NP (NN norethindrone)))))))# 
103831203	nosebag	canvas	bag	 (S1 (NP (NP (DT a)(NN canvas)(NN bag))(SBAR (WHNP (WDT that))(S (VP (AUX is)(VP (VBN used)(S (VP (TO to)(VP (VB feed)(NP (NP (DT an)(NN animal))(PRN (-LRB- -LRB-)(PP (JJ such)(IN as)(NP (DT a)(NN horse)))(-RRB- -RRB-))))))))))))# 
103831899	nosepiece	armor	plate	 (S1 (NP (NP (NN armor)(NN plate))(SBAR (WHNP (WDT that))(S (VP (VBZ protects)(NP (DT the)(NN nose)))))))# 
103832305	nostrum	patent	medicine	 (S1 (NP (NP (NN patent)(NN medicine))(SBAR (WHNP (WP whose)(NN efficacy))(S (VP (AUX is)(ADJP (JJ questionable)))))))# 
101995803	Notostraca	freshwater	crustaceans	 (S1 (NP (NP (JJ small)(NN freshwater)(NNS crustaceans))(PP (IN with)(NP (DT a)(JJ shield-shaped)(NN carapace)))))# 
105096294	number	clothing	measurement	 (S1 (NP (DT a)(NN clothing)(NN measurement)))# 
101808989	Numida	guinea	fowl	 (S1 (NP (NN guinea)(NN fowl)))# 
101393753	nummulite	fossil	protozoan	 (S1 (NP (NP (JJ large)(NN fossil)(NN protozoan))(PP (IN of)(NP (DT the)(JJ Tertiary)(NN period)))))# 
102010881	Nyctanassa	night	herons	 (S1 (NP (JJ American)(NN night)(NNS herons)))# 
105401229	O	blood	group	 (S1 (NP (NP (DT the)(NN blood)(NN group))(SBAR (WHNP (WP whose)(JJ red)(NNS cells))(S (VP (VBP carry)(NP (CC neither)(DT the)(NNP A)(CC nor)(NNP B)(NNS antigens)))))))# 
110369095	oarswoman	woman	oarsman	 (S1 (NP (DT a)(NN woman)(NN oarsman)))# 
107208338	objection	speech	act	 (S1 (NP (NP (DT the)(NN speech)(NN act))(PP (IN of)(NP (VBG objecting)))))# 
113873361	oblong	plane	figure	 (S1 (NP (NP (DT a)(NN plane)(NN figure))(SBAR (WHNP (WDT that))(S (VP (VBZ deviates)(PP (IN from)(NP (NP (DT a)(NN square)(CC or)(NN circle))(ADJP (JJ due)(PP (TO to)(NP (NN elongation)))))))))))# 
107096330	octameter	verse	line	 (S1 (NP (NP (DT a)(NN verse)(NN line))(VP (AUXG having)(NP (CD eight)(JJ metrical)(NNS feet)))))# 
110828990	Octavian	Roman	statesman	 (S1 (NP (NP (NNP Roman)(NNP statesman))(SBAR (WHNP (WP who))(S (VP (VP (VBD established)(NP (DT the)(NNP Roman)(NNP Empire)))(CC and)(VP (VBD became)(NP (NN emperor))(PP (IN in)(NP (CD 27)(CD BC)))))))))# 
106383659	ode	lyric	poem	 (S1 (NP (NP (DT a)(NN lyric)(NN poem))(PP (IN with)(NP (JJ complex)(NNP stanza)(NNS forms)))))# 
109582949	Odin	supreme	god	 (S1 (NP (NP (NNP supreme)(NNP god))(PP (IN of)(NP (NP (NP (NP (NN war)(CC and)(NN poetry))(CC and)(NP (NN knowledge)(CC and)(NN wisdom)))(PRN (-LRB- -LRB-)(SBAR (WHPP (IN for)(WHNP (WDT which)))(S (NP (PRP he))(VP (VBD gave)(NP (DT an)(NN eye)))))(-RRB- 
101487077	Odontaspididae	sand	sharks	 (S1 (NP (NN sand)(NNS sharks)))# 
102066450	Odontoceti	sperm	whales	 (S1 (NP (NN sperm)(NNS whales)))# 
102230355	Oecanthus	tree	crickets	 (S1 (NP (NN tree)(NNS crickets)))# 
109507909	Oengus	Celtic	god	 (S1 (NP (NP (NNP Celtic)(NNP god))(PP (IN of)(NP (NN love)(CC and)(NN beauty)))))# 
109507909	Oengus	patron	deity	 (S1 (NP (NP (NN patron)(NN deity))(PP (IN of)(NP (JJ young)(NNS men)(CC and)(NNS women)))))# 
101321579	offspring	immature	animal	 (S1 (NP (DT any)(NN immature)(NN animal)))# 
103845190	oiler	cargo	ship	 (S1 (NP (NP (DT a)(NN cargo)(NN ship))(VP (VBN designed)(S (VP (TO to)(VP (VB carry)(NP (NP (JJ crude)(NN oil))(PP (IN in)(NP (NN bulk))))))))))# 
100518303	Oktoberfest	autumn	festival	 (S1 (NP (NP (DT an)(NN autumn)(NN festival))(SBAR (WHNP (WDT that))(S (VP (VBZ involves)(S (VP (VP (VBG merrymaking))(CC and)(VP (VBG drinking)(NP (NN beer))))))))))# 
108128492	OMB	executive	agency	 (S1 (NP (NP (DT the)(NN executive)(NN agency))(SBAR (WHNP (WDT that))(S (VP (VBZ advises)(NP (DT the)(NNP President))(PP (IN on)(NP (DT the)(JJ federal)(NN budget))))))))# 
110377394	ombudsman	government	appointee	 (S1 (NP (NP (DT a)(NN government)(NN appointee))(SBAR (WHNP (WP who))(S (VP (VBZ investigates)(NP (NP (NNS complaints))(PP (IN by)(NP (JJ private)(NNS persons))))(PP (IN against)(NP (DT the)(NN government))))))))# 
102535909	Oncorhynchus	chinook	salmon	 (S1 (NP (NN chinook)(NN salmon)))#(S1 (NP (NN chum)(NN salmon)))# 
104535826	Oncovin	plant	derivative	 (S1 (NP (NP (JJ periwinkle)(NN plant)(NN derivative))(VP (VBN used)(PP (IN as)(NP (NP (DT an)(JJ antineoplastic)(NN drug))(PRN (-LRB- -LRB-)(NP (NN trade)(NN name)(NNP Oncovin))(-RRB- -RRB-)))))))# 
113738327	one-tenth	tenth	part	 (S1 (NP (DT a)(NN tenth)(NN part)))# 
103848348	opener	hand	tool	 (S1 (NP (NP (DT a)(NN hand)(NN tool))(VP (VBN used)(PP (IN for)(S (VP (VBG opening)(NP (NP (JJ sealed)(NNS containers))(PRN (-LRB- -LRB-)(NP (NNS bottles)(CC or)(NNS cans))(-RRB- -RRB-)))))))))# 
112668917	opepe	forest	tree	 (S1 (NP (NP (ADJP (JJ large)(JJ African))(NN forest)(NN tree))(VP (VBG yielding)(NP (DT a)(JJ strong)(JJ hard)(NN yellow))(PP (TO to)(NP (JJ golden)(JJ brown)(NN lumber))))))# 
102558724	Ophidiidae	marine	fishes	 (S1 (NP (JJ eellike)(NN marine)(NNS fishes)))# 
101690339	Ophisaurus	glass	lizards	 (S1 (NP (NN glass)(NNS lizards)))# 
102071173	Orcinus	killer	whales	 (S1 (NP (NN killer)(NNS whales)))# 
102418341	Oreamnos	mountain	goats	 (S1 (NP (NN mountain)(NNS goats)))# 
101486411	Orectolobus	carpet	sharks	 (S1 (NP (NN carpet)(NNS sharks)))# 
107637292	oreo	chocolate	cookie	 (S1 (NP (NP (NN chocolate)(NN cookie))(PP (IN with)(NP (JJ white)(NN cream)(VBG filling)))))# 
101808447	Oreortyx	mountain	quail	 (S1 (NP (NP (NN mountain)(NN quail))(PP (IN of)(NP (JJ western)(NNP United)(NNPS States)))))# 
110382710	organ-grinder	street	musician	 (S1 (NP (NP (DT a)(NN street)(NN musician))(SBAR (WHNP (WP who))(S (VP (VBZ plays)(NP (DT a)(NN hand)(NN organ)(CC or)(NN hurdy-gurdy)))))))# 
104698112	ornateness	ornate	appearance	 (S1 (NP (DT an)(NN ornate)(NN appearance)))# 
102340521	Oryzomys	rice	rats	 (S1 (NP (NN rice)(NNS rats)))# 
112126238	Oryzopsis	rice	grass	 (S1 (NP (NN rice)(NN grass)))# 
105312227	OS	left	eye	 (S1 (NP (DT the)(NN left)(NN eye)))# 
109512913	Osiris	Egyptian	god	 (S1 (NP (NP (NNP Egyptian)(NNP god))(PP (IN of)(NP (NP (DT the)(NX (NX (NN underworld))(CC and)(NX (NN judge))))(PP (IN of)(NP (DT the)(JJ dead)))))))# 
105466575	osmoreceptor	end	organ	 (S1 (NP (NP (JJ sensory)(NN end)(NN organ))(SBAR (WHNP (WDT that))(S (VP (VBZ responds)(PP (TO to)(NP (NP (NNS changes))(PP (IN in)(NP (JJ osmotic)(NN pressure))))))))))# 
105449196	osteocyte	bone	cell	 (S1 (NP (JJ mature)(NN bone)(NN cell)))# 
114059481	osteodystrophy	bone	development	 (S1 (NP (JJ defective)(NN bone)(NN development)))# 
114241556	osteosarcoma	bone	tumor	 (S1 (NP (JJ malignant)(NN bone)(NN tumor)))# 
101997698	Ostracoda	seed	shrimps	 (S1 (NP (NN seed)(NNS shrimps)))# 
101518878	ostrich	living	bird	 (S1 (NP (JJS largest)(NN living)(NN bird)))# 
